ผู้ได้รับการเสนอชื่อสรรหาเป็นสมาชิกวุฒิสภา,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
ภาคอื่น,พลตำรวจเอกไกรสุข  สินศุข,สมาคมตำรวจพลร่ม,ชาย,61-70 ปี,ปริญญาเอก,ข้าราชการบำนาญ,
ภาคอื่น,นายขจิต  เจริญศิลป์,สมาคมนายจ้างโบรกเกอร์ประกันภัย,ชาย,71-80 ปี,ปริญญาตรี,ธุรกิจส่วนตัว / ค้าขาย,
ภาคอื่น,นายคมสัน  คงทน,กลุ่มเกษตรกรทำสวนบ้านด่านนาขาม,ชาย,61-70 ปี,ปริญญาตรี,ข้าราชการบำนาญ,
ภาคอื่น,นายจรินทร์  บุญมัธยะ,มูลนิธิบัณฑิตอาสาสมัคร,ชาย,51-60 ปี,ปริญญาโท,นักวิชาการ / ครู / อาจารย์,
ภาคอื่น,ว่าที่ร้อยตรีจรูญ  ชูลาภ,สหกรณ์ออมทรัพย์ข้าราชการกระทรวงศึกษาธิการ จำกัด,ชาย,61-70 ปี,ปริญญาโท,ข้าราชการบำนาญ,
ภาคอื่น,นายจรูญ  พงศาปาน,สหกรณ์การเกษตรพนมวังก์ จำกัด,ชาย,51-60 ปี,ปริญญาตรี,เกษตรกร,
ภาคอื่น,นายจักรพันธ์  วรอาคาร,สมาคมส่งเสริมความงามแห่งประเทศไทย,ชาย,40-50 ปี,ปริญญาตรี,นักกฎหมาย,
ภาคอื่น,นายจักษวัชร์  ศิรัฐพิมล,สมาคมส่งเสริมการเลี้ยงไก่แห่งประเทศไทยในพระบรมราชูปถัมภ์,ชาย,40-50 ปี,ปริญญาตรี,เกษตรกร,
ภาคอื่น,นางสาวจันทนา  เจนธัญญารักษ์,สหภาพแรงงานยูโรเซีย 1993,หญิง,40-50 ปี,ปริญญาโท,รับจ้าง,
ภาคอื่น,นางจันทวิภา  อภิสุข,มูลนิธิเอ็มพาวเวอร์,หญิง,51-60 ปี,ปริญญาตรี,ผู้บริหาร / ลูกจ้างภาคเอกชน,
ภาคอื่น,นายจำรัส  สว่างสมุทร,สมาคมอุตสาหกรรมเทคโนโลยีสารสนเทศไทย,ชาย,40-50 ปี,ปริญญาโท,ธุรกิจส่วนตัว / ค้าขาย,
ภาคอื่น,นางสาวจิตรา  พีชะพัฒน์,มูลนิธิสร้างเสริมคุณธรรม,หญิง,40-50 ปี,ปริญญาเอก,นักวิชาการ / ครู / อาจารย์,
ภาคอื่น,พลตรีเจริญ  เตชะวณิช,สมาคมนักรบนิรนาม 333,ชาย,61-70 ปี,ปริญญาตรี,ข้าราชการบำนาญ,
ภาคอื่น,นายเจริญ โตวัน,มูลนิธินายทุง-นางตัน โตวัน,ชาย,51-60 ปี,ปริญญาโท,ธุรกิจส่วนตัว / ค้าขาย,
ภาคอื่น,นายฉลาด  วุฑฒิกรรมรักษา,สมาคมเกษตรกรก้าวหน้า,ชาย,61-70 ปี,ปริญญาโท,นักกฎหมาย,
ภาคอื่น,นายไฉน  ยอดเพชร,สมาคมกองทุนฌาปนกิจสงเคราะห์ ตำบลสุรศักดิ์,ชาย,61-70 ปี,ปริญญาเอก,ข้าราชการบำนาญ,
ภาคอื่น,นายชบ  ยอดแก้ว,มูลนิธิ ดร.ครูชบ-ปราณี ยอดแก้ว,ชาย,71-80 ปี,ปริญญาตรี,อื่นๆ,
ภาคอื่น,นางสาวชลดา  บุญเกษม,สมาคมผู้ปกครองและครูโรงเรียนอนุบาลพระนครศรีอยุธยา,หญิง,40-50 ปี,ปริญญาโท,ธุรกิจส่วนตัว / ค้าขาย,
ภาคอื่น,นายชัชเวทย์  มุสิกไชย,สมาคมส่งเสริมอุตสาหกรรมของคนไทย,ชาย,71-80 ปี,ปริญญาเอก,ข้าราชการบำนาญ,
ภาคอื่น,นายชัยวัฒน์  สุรวิชัย,มูลนิธิเพื่อการพัฒนาสิ่งแวดล้อมและพลังงาน,ชาย,51-60 ปี,ปริญญาตรี,ที่ปรึกษา,
ภาคอื่น,นายชาญชิต  พงษ์บริบูรณ์,สมาคมศิษย์เก่าสถาบันเทคโนโลยีปทุมวัน,ชาย,61-70 ปี,ปริญญาตรี,ธุรกิจส่วนตัว / ค้าขาย,
ภาคอื่น,นายชาญยุทธ์  เจนธัญญารักษ์,สหภาพแรงงานกรีนสปอต,ชาย,40-50 ปี,ปริญญาโท,ที่ปรึกษา,
ภาคอื่น,นายชาญยุทธ์  เจนธัญญารักษ์,สหภาพแรงงานซัมมิทโอโตบอดี้อินดัสตรี,ชาย,40-50 ปี,ปริญญาโท,ธุรกิจส่วนตัว / ค้าขาย,
ภาคอื่น,นายชาญยุทธ์  เจนธัญญารักษ์,สหภาพแรงงานตรวจสอบสินค้า ซี ซี ไอ ซี,ชาย,40-50 ปี,ปริญญาโท,ธุรกิจส่วนตัว / ค้าขาย,
ภาคอื่น,นายชาญยุทธ์  เจนธัญญารักษ์,สหภาพแรงงานไทยนำศิริการทอ,ชาย,40-50 ปี,ปริญญาโท,ที่ปรึกษา,
ภาคอื่น,นายชาญยุทธ์  เจนธัญญารักษ์,สหภาพแรงงานบาจาแห่งประเทศไทย,ชาย,40-50 ปี,ปริญญาโท,ธุรกิจส่วนตัว / ค้าขาย,
ภาคอื่น,นายชาญยุทธ์  เจนธัญญารักษ์,สหภาพแรงงานประกอบรถยนต์ บี เอ็มดับบลิว,ชาย,40-50 ปี,ปริญญาโท,ธุรกิจส่วนตัว / ค้าขาย,
ภาคอื่น,นายชาญยุทธ์  เจนธัญญารักษ์,สหภาพแรงงานผู้บังคับบัญชา หนังสือพิมพ์บางกอกโพสต์,ชาย,40-50 ปี,ปริญญาโท,ธุรกิจส่วนตัว / ค้าขาย,
ภาคอื่น,นายชาญยุทธ์  เจนธัญญารักษ์,สหภาพแรงงานพนักงาน เอ็ม เอส เอ็ม (ประเทศไทย),ชาย,40-50 ปี,ปริญญาโท,ผู้บริหาร / ลูกจ้างภาคเอกชน,
ภาคอื่น,นายชาญยุทธ์  เจนธัญญารักษ์,สหภาพแรงงานพนักงานขับรถขนส่งสินค้า,ชาย,40-50 ปี,ปริญญาโท,ที่ปรึกษา,
ภาคอื่น,นายชาญยุทธ์  เจนธัญญารักษ์,สหภาพแรงงานพนักงานไทยซัมมิทโอโตพาร์ท,ชาย,40-50 ปี,ปริญญาโท,ที่ปรึกษา,
ภาคอื่น,นายชาญยุทธ์  เจนธัญญารักษ์,สหภาพแรงงานพนักงานยูนิโก้,ชาย,40-50 ปี,ปริญญาโท,ธุรกิจส่วนตัว / ค้าขาย,
ภาคอื่น,นายชาญยุทธ์  เจนธัญญารักษ์,สหภาพแรงงานพนักงานระดับกลางกรีนสปอต,ชาย,40-50 ปี,ปริญญาโท,ธุรกิจส่วนตัว / ค้าขาย,
ภาคอื่น,นายชาญยุทธ์  เจนธัญญารักษ์,สหภาพแรงงานพนักงานระดับกลางไทยนำศิริอินเตอร์เท็กซ์,ชาย,40-50 ปี,ปริญญาโท,ที่ปรึกษา,
ภาคอื่น,นายชาญยุทธ์  เจนธัญญารักษ์,สหภาพแรงงานพนักงานโรงแรมสัมพันธ์,ชาย,40-50 ปี,ปริญญาโท,ธุรกิจส่วนตัว / ค้าขาย,
ภาคอื่น,นายชาญยุทธ์  เจนธัญญารักษ์,สหภาพแรงงานพนักงานอาร์ทอพอินเตอร์เนชั่นแนล,ชาย,40-50 ปี,ปริญญาโท,ธุรกิจส่วนตัว / ค้าขาย,
ภาคอื่น,นายชาญยุทธ์  เจนธัญญารักษ์,สหภาพแรงงานมาห์เล สยามฟิลเตอร์ ซิสเต็มส์,ชาย,40-50 ปี,ปริญญาโท,ธุรกิจส่วนตัว / ค้าขาย,
ภาคอื่น,นายชาญยุทธ์  เจนธัญญารักษ์,สหภาพแรงงานลัคกี้เท็คซ์,ชาย,40-50 ปี,ปริญญาโท,ธุรกิจส่วนตัว / ค้าขาย,
ภาคอื่น,นายชาญยุทธ์  เจนธัญญารักษ์,สหภาพแรงงานลัคกี้เท็คซ์ (ไทย) โรงงาน 2,ชาย,40-50 ปี,ปริญญาโท,ธุรกิจส่วนตัว / ค้าขาย,
ภาคอื่น,นายชาญยุทธ์  เจนธัญญารักษ์,สหภาพแรงงานสยามเรียลตี้ แอนด์ เซอร์วิส,ชาย,40-50 ปี,ปริญญาโท,ธุรกิจส่วนตัว / ค้าขาย,
ภาคอื่น,นายชาญยุทธ์  เจนธัญญารักษ์,สหภาพแรงงานหนังสือพิมพ์บางกอกโพสต์,ชาย,40-50 ปี,ปริญญาโท,ธุรกิจส่วนตัว / ค้าขาย,
ภาคอื่น,นายชาญยุทธ์  เจนธัญญารักษ์,สหภาพแรงงานอาปิโกอมตะ,ชาย,40-50 ปี,ปริญญาโท,ที่ปรึกษา,
ภาคอื่น,นายชาญยุทธ์  เจนธัญญารักษ์,สหภาพแรงงานแอนเซลล์,ชาย,40-50 ปี,ปริญญาโท,ธุรกิจส่วนตัว / ค้าขาย,
ภาคอื่น,นายชูเกียรติ  ดอกจันทร์,สหภาพแรงงานอโนมา,ชาย,40-50 ปี,ปริญญาตรี,รับจ้าง,
ภาคอื่น,พลอากาศเอกณพฤษภ์  มัณฑะจิตร,สมาคมสโมสรลูกเสืออากาศ,ชาย,61-70 ปี,ปริญญาตรี,ข้าราชการบำนาญ,1
ภาคอื่น,นายณัฐวัสส์  อิศรางกูร ณ อยุธยา,มูลนิธิบาลีมัธยม-สาธิตศึกษา ม.จ.ร.,ชาย,61-70 ปี,ปริญญาเอก,ข้าราชการบำนาญ,
ภาคอื่น,นางดวงกมล  ทรงวุฒิวิชัย,มูลนิธิแพร่ศีลธรรมการกุศลสงเคราะห์,หญิง,51-60 ปี,ปริญญาโท,ธุรกิจส่วนตัว / ค้าขาย,
ภาคอื่น,นางดวงจิต  คำวงษา,เบจมราชาลัยสมาคม ในพระบรมราชินูปถัมภ์,หญิง,61-70 ปี,ปริญญาโท,ข้าราชการบำนาญ,
ภาคอื่น,นายดำรงค์  สุมาลยศักดิ์,คณะกรรมการกลางอิสลามแห่งประเทศไทย,ชาย,51-60 ปี,ปริญญาตรี,ที่ปรึกษา,
ภาคอื่น,นายดุสิต  นนทะนาคร,สมาคมนักเรียนเก่าวชิราวุธวิทยาลัยในพระบรมราชูปถัมภ์,ชาย,51-60 ปี,ปริญญาโท,รับจ้าง,
ภาคอื่น,นางตรึงใจ  บูรณสมภพ,สมาคมนักเรียนเก่า เนเธอร์แลนด์,หญิง,61-70 ปี,ปริญญาเอก,วิชาชีพ,
ภาคอื่น,นายไตรภพ  สุวรรณสุภา,สมาคมพุทธสมาคมจังหวัดตรัง,ชาย,40-50 ปี,ปริญญาตรี,นักกฎหมาย,
ภาคอื่น,นายเถลิง  ครามะคำ,องค์การบริหารส่วนจังหวัดจันทบุรี,ชาย,51-60 ปี,ปริญญาโท,ข้าราชการบำนาญ,
ภาคอื่น,นายทรงพร  เตชะอาภรณ์ชัย,สมาคมนายจ้างค้าเหล็กไทย,ชาย,40-50 ปี,ปริญญาโท,ธุรกิจส่วนตัว / ค้าขาย,
ภาคอื่น,นายทวี  บุญหมื่น,มูลนิธิพระครูพุทธิโศภน,ชาย,61-70 ปี,ปริญญาโท,ข้าราชการบำนาญ,
ภาคอื่น,นายทศพร  คุ้มตะโก,สหภาพแรงงานอาหารสยาม,ชาย,40-50 ปี,ปริญญาตรี,รับจ้าง,
ภาคอื่น,นายทองสุข  รัชทาณิชย์,สมาคมพัฒนาหัตถกรรมสิ่งของเหลือใช้,ชาย,51-60 ปี,ปริญญาโท,ธุรกิจส่วนตัว / ค้าขาย,
ภาคอื่น,ร้อยตรีทักษิณ  มหาศิริพันธุ์,มูลนิธิช่วยเหลือนักเรียนยากจนจังหวัดหนองคายโดยความอนุเคราะห์ของพลเอกสุจินดา  คราประยูร,ชาย,71-80 ปี,ปริญญาตรี,ข้าราชการบำนาญ,
ภาคอื่น,นางทิพย์วัลย์  สมุทรักษ์,สมาคมผู้บำเพ็ญประโยชน์แห่งประเทศไทยในพระบรมราชินูปถัมภ์,หญิง,61-70 ปี,ปริญญาโท,ข้าราชการบำนาญ,1
ภาคอื่น,นายเทพปกรณ์  อินทรพัฒน์,สมาคมมวยไทยสมัครเล่นแห่งประเทศไทย,ชาย,51-60 ปี,ปริญญาโท,นักกฎหมาย,
ภาคอื่น,นายแท้จริง  ศิริพานิช,มูลนิธิเมาไม่ขับ,ชาย,51-60 ปี,ปริญญาโท,ข้าราชการบำนาญ,
ภาคอื่น,นายธนา  ไชยประสิทธิ์,มูลนิธิโอสถสภา,ชาย,51-60 ปี,ปริญญาเอก,ผู้บริหาร / ลูกจ้างภาคเอกชน,
ภาคอื่น,พลตำรวจโทธรรมนิตย์ ปิตะนีละบุตร,มูลนิธิเทพศิรินทร์,ชาย,71-80 ปี,ปริญญาตรี,ข้าราชการบำนาญ,
ภาคอื่น,นายธวัช  ทะพิงค์แก,มูลนิธิสงเคราะห์ผู้ป่วยโรคเรื้อน ไทย-เยอรมัน,ชาย,51-60 ปี,ปริญญาตรี,นักวิชาการ / ครู / อาจารย์,
ภาคอื่น,นายธวัชชัย  สุขศิริ,สหภาพแรงงานผู้บริหาร น้ำมัน ไออาร์พีซี ,ชาย,40-50 ปี,ปริญญาตรี,รับจ้าง,
ภาคอื่น,นายนที  ธีระโรจนพงษ์,มูลนิธิทองทศฯ เพื่อการศึกษาและสาธารณประโยชน์,ชาย,51-60 ปี,ปริญญาตรี,นักวิชาการ / ครู / อาจารย์,
ภาคอื่น,นายนรเศรษฐ์  ใจสบาย,มูลนิธิอาจารย์สวาท ทองสม,ชาย,61-70 ปี,ปริญญาตรี,รับจ้าง,
ภาคอื่น,นายนิกร  วัฒนพนม,มูลนิธิเพื่อการพัฒนาผู้นำธุรกิจและชุมชน,ชาย,61-70 ปี,ปริญญาเอก,ธุรกิจส่วนตัว / ค้าขาย,
ภาคอื่น,นายนิกร  วีสเพ็ง,สมาคมสิทธิเสรีภาพของประชาชน (สสส.),ชาย,51-60 ปี,ปริญญาตรี,นักกฎหมาย,
ภาคอื่น,นายนิติธร  ล้ำเหลือ,มูลนิธิเพื่อสิทธิมนุษยชนและการพัฒนา,ชาย,40-50 ปี,ปริญญาโท,นักกฎหมาย,
ภาคอื่น,นายนิพนธ์  พิทักษานุรัตน์,สหกรณ์การเกษตรเขาย้อย จำกัด,ชาย,61-70 ปี,ปริญญาตรี,ธุรกิจส่วนตัว / ค้าขาย,
ภาคอื่น,นางนิภาพร  พุทธพงษ์,มูลนิธิชมรมไทย-อิสราเอล,หญิง,51-60 ปี,ปริญญาตรี,ธุรกิจส่วนตัว / ค้าขาย,
ภาคอื่น,นายเนาวรุจน์  ปานเมทนี,สภาพแรงงานลูกจ้างตัดเย็บเสื้อผ้าแห่งประเทศไทย,ชาย,40-50 ปี,ปริญญาโท,รับจ้าง,
ภาคอื่น,นายเนาวรุจน์  ปานเมทนี,สหภาพแรงงานไทยซันเอะ,ชาย,40-50 ปี,ปริญญาโท,รับจ้าง,
ภาคอื่น,นายเนาวรุจน์  ปานเมทนี,สหภาพแรงงานผู้บังคับบัญชากวงหงส์,ชาย,40-50 ปี,ปริญญาโท,รับจ้าง,
ภาคอื่น,นายเนาวรุจน์  ปานเมทนี,สหภาพแรงงานผู้ผลิตวิกผมเลออง,ชาย,40-50 ปี,ปริญญาโท,รับจ้าง,
ภาคอื่น,นายเนาวรุจน์  ปานเมทนี,สหภาพแรงงานพนักงานผลิตสกรูและน๊อตโลหะ,ชาย,40-50 ปี,ปริญญาโท,รับจ้าง,
ภาคอื่น,นายเนาวรุจน์  ปานเมทนี,สหภาพแรงงานพนักงานวิวเทคเอเซีย,ชาย,40-50 ปี,ปริญญาโท,รับจ้าง,
ภาคอื่น,นายเนาวรุจน์  ปานเมทนี,สหภาพแรงงานรับตรวจสินค้าโพ้นทะเล,ชาย,40-50 ปี,ปริญญาโท,รับจ้าง,
ภาคอื่น,นายเนาวรุจน์  ปานเมทนี,สหภาพแรงงานอุตสาหกรรมคอมเพรสเซอร์ไทย,ชาย,40-50 ปี,ปริญญาโท,รับจ้าง,
ภาคอื่น,นายเนาวรุจน์  ปานเมทนี,สหภาพแรงงานอุตสาหกรรมวิวัฒน์,ชาย,40-50 ปี,ปริญญาโท,รับจ้าง,
ภาคอื่น,นายเนาวรุจน์  ปานเมทนี,สหภาพแรงงานเอเวอร์กรีนคอนเทนเนอร์เทอร์มินัลแห่งประเทศไทย,ชาย,40-50 ปี,ปริญญาโท,รับจ้าง,
ภาคอื่น,นายเนาวรุจน์  ปานเมทนี,สหภาพแรงงานเอื้อวิทยา,ชาย,40-50 ปี,ปริญญาโท,รับจ้าง,
ภาคอื่น,นายเนิน ศึกขันเงิน,สมาคมชาวสวนทุเรียนจังหวัดชุมพร,ชาย,61-70 ปี,ปริญญาโท,ข้าราชการบำนาญ,
ภาคอื่น,นายบรรลุ  ศิริพานิช,สมาคมสภาผู้สูงอายุแห่งประเทศไทยในพระราชูปถัมภ์ สมเด็จพระศรีนครินทราบรมราชชนนี,ชาย,80 ปี ขึ้นไป,ปริญญาตรี,ข้าราชการบำนาญ,
ภาคอื่น,นายบุญช่วย ดีเสมอ,สหภาพแรงงานสีและเคมีแห่งประเทศไทย,ชาย,40-50 ปี,ปริญญาตรี,รับจ้าง,
ภาคอื่น,นายบุญยก  พรหมใจ,สมาคมข้าราชการบำนาญอำเภอพาน,ชาย,51-60 ปี,ปริญญาโท,ข้าราชการบำนาญ,
ภาคอื่น,นายบุญเลิศ  พันธ์วานิช,สหภาพแรงงานสยามนิสสัน,ชาย,51-60 ปี,ปริญญาตรี,รับจ้าง,
ภาคอื่น,นายประจักษ์  เปรมจิตต์,สมาคมนักวิทยุอาสาสมัคร,ชาย,40-50 ปี,ปริญญาตรี,ผู้บริหาร / ลูกจ้างภาคเอกชน,
ภาคอื่น,นายประดิษฐ์  ปัตตายะโก,สหพันธ์แรงงานอุตสหกรรมเหล็กอัลลอยและโลหะแห่งประเทศไทย,ชาย,40-50 ปี,ปริญญาตรี,รับจ้าง,
ภาคอื่น,นายประดิษฐ์  ปัตตายะโก,สหภาพแรงงานสุขสวัสดิ์กลการ,ชาย,40-50 ปี,ปริญญาตรี,รับจ้าง,
ภาคอื่น,นายประดิษฐ์  เอี้ยวซิโป,สมาคมข้าราชการบำนาญและคหบดีจังหวัดตรัง,ชาย,61-70 ปี,ปริญญาโท,ข้าราชการบำนาญ,
ภาคอื่น,นายประพันธ์  เย็นท่าเรือ,"สมาคมนักศึกษาเก่าสถาบันบัณฑิตพัฒน
บริหารศาสตร์",ชาย,40-50 ปี,ปริญญาโท,ธุรกิจส่วนตัว / ค้าขาย,
ภาคอื่น,นายประภัทร์  ศรลัมพ์,สมาคมนิสิตเก่านิเทศศาสตร์ จุฬาลงกรณ์มหาวิทยาลัย,ชาย,51-60 ปี,ปริญญาตรี,วิชาชีพ,
ภาคอื่น,นายประยูร  ภูมิชูชิต,สมาคมส่งเสริมสิทธิและความเสมอภาค,ชาย,51-60 ปี,ปริญญาตรี,นักกฎหมาย,
ภาคอื่น,นายประวิทย์  ทองศรีนุ่น,มูลนิธิหลวงพ่อโอภาสี,ชาย,71-80 ปี,ปริญญาโท,ข้าราชการบำนาญ,
ภาคอื่น,นายประสงค์ นุรักษ์,สหภาพแรงงานรัฐวิสาหกิจการทางพิเศษแห่งประเทศไทย,ชาย,61-70 ปี,ปริญญาโท,นักวิชาการ / ครู / อาจารย์,1
ภาคอื่น,นายประสพพร  พาทยกุล,มูลนิธิศรีสะเกษสงเคราะห์,ชาย,61-70 ปี,ปริญญาตรี,นักวิชาการ / ครู / อาจารย์,
ภาคอื่น,นายประสพสุข  บุญเดช,มูลนิธิศาสตราจารย์ ดร.อดุล วิเชียรเจริญและศิษย์,ชาย,61-70 ปี,ปริญญาโท,ข้าราชการบำนาญ,1
ภาคอื่น,นายประสิทธิ์  ดิษฐจู,สหภาพแรงงานสแตนเล่ย์ประเทศไทย,ชาย,40-50 ปี,ปริญญาตรี,รับจ้าง,
ภาคอื่น,นายปราโมทย์  นาคะวัจนะ,สหภาพแรงงานผลิตภัณฑ์แก้วแห่งประเทศไทย,ชาย,40-50 ปี,ปริญญาตรี,รับจ้าง,
ภาคอื่น,นายปราโมทย์  วานิชานนท์,สมาคมชาวนาไทย ,ชาย,51-60 ปี,ปริญญาโท,นักกฎหมาย,
ภาคอื่น,นายปริญญา  ศิริสารการ,สหกรณ์เกลือนครราชสีมา,ชาย,51-60 ปี,ปริญญาโท,เกษตรกร,
ภาคอื่น,นายปรีชา  โกวิทยา,มูลนิธิพัฒนามหาวิทยาลัยเชียงใหม่,ชาย,51-60 ปี,ปริญญาตรี,ธุรกิจส่วนตัว / ค้าขาย,
ภาคอื่น,ว่าที่ร้อยตรีปรีชา  บุญรอด,สมาคมข้าราชการบำเหน็จบำนาญ,ชาย,71-80 ปี,ปริญญาตรี,ข้าราชการบำนาญ,
ภาคอื่น,หม่อมราชวงศ์ปรียนันทนา รังสิต,มูลนิธิวิภาวดีรังสิต,หญิง,51-60 ปี,ปริญญาตรี,ข้าราชการประจำ,1
ภาคอื่น,นายปัญญา  ปุลิเวคินทร์,มูลนิธิกสิกรรมธรรมชาติ,ชาย,51-60 ปี,ปริญญาโท,อื่นๆ,
ภาคอื่น,คุณหญิงปัทมา ลีสวัสดิ์ตระกูล,มูลนิธิ ดร.สมศักดิ์- ปัทมา ลีสวัสดิ์ตระกูล,หญิง,40-50 ปี,ปริญญาโท,ธุรกิจส่วนตัว / ค้าขาย,
ภาคอื่น,นายพงศ์  สุภาวสิทธิ์,พุทธสมาคมจังหวัดเชียงใหม่,ชาย,61-70 ปี,ปริญญาเอก,นักกฎหมาย,
ภาคอื่น,นายพงศ์อินทร์  อินทร์มา,มูลนิธิมหาจุฬาลงกรณราชวิทยาลัย วิทยาเขตหนองคาย,ชาย,61-70 ปี,ปริญญาโท,ข้าราชการบำนาญ,
ภาคอื่น,นายพงษ์  ตนานนท์,สมาคมนักเรียนเก่าปรินส์รอยแยลส์วิทยาลัย,ชาย,61-70 ปี,ปริญญาโท,นักวิชาการ / ครู / อาจารย์,
ภาคอื่น,นายพงษ์ไพโรจน์  รัชตะทรัพย์,สมาคมนักธุรกิจรักษาความมั่นคงแห่งชาติ,ชาย,61-70 ปี,ปริญญาโท,ธุรกิจส่วนตัว / ค้าขาย,
ภาคอื่น,นายพจน์  อินทุวงศ์,สมาคมมิตรภาพ ไทย-ไนจีเรีย,ชาย,61-70 ปี,ปริญญาโท,ข้าราชการบำนาญ,
ภาคอื่น,นางสาวพรทิพย์  วงศ์ทองเหลือ,สมาคมนายจ้างผู้ประกอบการค้าปุ๋ย,หญิง,51-60 ปี,ปริญญาตรี,ธุรกิจส่วนตัว / ค้าขาย,
ภาคอื่น,นางพัชนี  ธนาพรสิน,สมาพันธ์สมาคมผู้ปกครองและครูโรงเรียนในเครือมูลนิธิคณะเซนต์คาเบรียลแห่งประเทศไทย ,หญิง,51-60 ปี,ปริญญาโท,ธุรกิจส่วนตัว / ค้าขาย,
ภาคอื่น,นายพิพัฒน์  ปรีดาวิภาต,สมาคมเสริมศึกษาสัมพันธ์ธรรมศาสตร์,ชาย,51-60 ปี,ปริญญาโท,ธุรกิจส่วนตัว / ค้าขาย,
ภาคอื่น,นายพิพัฒน์  ยอดพฤติการ,มูลนิธิบูรณะชนบทแห่งประเทศไทย ในพระบรมราชูปถัมภ์,ชาย,40-50 ปี,ปริญญาเอก,นักวิชาการ / ครู / อาจารย์,
ภาคอื่น,นายพีรภัทร์  พุทธสุอัตตา,สมาคมศิษย์มหาธาตุ,ชาย,71-80 ปี,ปริญญาตรี,ข้าราชการบำนาญ,
ภาคอื่น,นางเพ็ญศรี  จารุกำเนิดกนก,สมาคมมิตรภาพไทย-จีน,หญิง,51-60 ปี,ปริญญาโท,ธุรกิจส่วนตัว / ค้าขาย,
ภาคอื่น,นายไพจิตร  ปวะบุตร,มูลนิธิเด็กโรคหัวใจในพระอุปถัมภ์ของสมเด็จพระเจ้าพี่นางเธอเจ้าฟ้ากัลยานิวัฒนากรมหลวงนราธิวาสราชนครินทร์,ชาย,71-80 ปี,ปริญญาโท,นักวิชาการ / ครู / อาจารย์,
ภาคอื่น,นายไพโรจน์  ถัดทะพงษ์,โรงเรียนจุฬาภรณราชวิทยาลัย พิษณุโลก,ชาย,61-70 ปี,ปริญญาโท,ข้าราชการบำนาญ,1
ภาคอื่น,พลตำรวจตรีไพโรจน์  ศิริโรจน์,สมาคมรัฐศาสตร์แห่งมหาวิทยาลัยธรรมศาสตร์,ชาย,71-80 ปี,ปริญญาโท,ที่ปรึกษา,
ภาคอื่น,นายไพศาล รัตนสุวรรณ,สมาคมสมุย,ชาย,71-80 ปี,ปริญญาตรี,แพทย์,
ภาคอื่น,พลอากาศโทโภคัย  ว่องกสิกร,สมาคมพ่อตัวอย่างแห่งชาติ,ชาย,71-80 ปี,ปริญญาตรี,ข้าราชการบำนาญ,
ภาคอื่น,พลตำรวจโทมงคล  กมลบุตร,สมาคมศิษย์เก่าบ้านสมเด็จเจ้าพระยาในพระบรมชูปถัมภ์,ชาย,61-70 ปี,ปริญญาโท,ข้าราชการบำนาญ,
ภาคอื่น,นายมงคลเลิศ  ด่านธานินทร์,มูลนิธิชุมชนอีสาน,ชาย,61-70 ปี,ปริญญาเอก,ข้าราชการบำนาญ,
ภาคอื่น,นางมณฑา  ดอกจันทร์,สหภาพแรงงานสราวุธการ์เม้นท์,หญิง,40-50 ปี,ปริญญาตรี,รับจ้าง,
ภาคอื่น,นายมณเฑียร  บุญตัน,สมาคมคนตาบอดแห่งประเทศไทย,ชาย,40-50 ปี,ปริญญาโท,นักวิชาการ / ครู / อาจารย์,1
ภาคอื่น,นางมนวีณ์  มะโน,วัดเกษมจิตตาราม,หญิง,51-60 ปี,ปริญญาโท,นักกฎหมาย,
ภาคอื่น,นายมนัส  อู่ทองทรัพย์,สมาคมพนักงานบำนาญธนาคารออมสิน,ชาย,61-70 ปี,ปริญญาตรี,นักกฎหมาย,
ภาคอื่น,นางมัณฑณี  ใหญ่สว่าง,สมาคมบริดจ์แห่งประเทศไทย,หญิง,61-70 ปี,ปริญญาโท,ข้าราชการบำนาญ,
ภาคอื่น,นายมานะ  ไม้หอม,สมาคมชาวไร่อ้อย 6 กำแพงเพชร,ชาย,40-50 ปี,ปริญญาตรี,เกษตรกร,
ภาคอื่น,นายมานะ คุ้มกระโทก,สหภาพแรงงานพนักงานดับเพลิง ที พี ไอ,ชาย,40-50 ปี,ปริญญาตรี,รับจ้าง,
ภาคอื่น,พลโทมาโนช  ศรีสุบัติ,สมาคมอาสาสมัครผ่านศึกน่าน,ชาย,61-70 ปี,ปริญญาตรี,ข้าราชการบำนาญ,
ภาคอื่น,นางมาลี  ปาลิยวุฒิ,สหภาพแรงงาน เอ.เอ็น.บี. แลปและฟาร์ม่า,หญิง,40-50 ปี,ปริญญาตรี,รับจ้าง,
ภาคอื่น,นายมิตร  เจริญวัลย์,มูลนิธิรู้รักสามัคคีพนักงานองค์การโทรศัพท์แห่งประเทศไทย,ชาย,51-60 ปี,ปริญญาโท,ธุรกิจส่วนตัว / ค้าขาย,
ภาคอื่น,พลโทมีชัย  ห้องริ้ว,สมาคมศิษย์เก่าเบญจมราชูทิศ ราชบุรี,ชาย,61-70 ปี,ปริญญาตรี,ข้าราชการบำนาญ,
ภาคอื่น,นายไมตรี  ลิมปิชาติ,"สมาคมศิษย์เก่า ฝค.ตอ.,วศ.,มศว ปทุมวัน",ชาย,61-70 ปี,ปริญญาตรี,วิชาชีพ,
